# time_ms,control,value
25003,lstick_x,1198
25006,lstick_x,1198
25009,lstick_x,1198
25013,lstick_x,1198
25016,lstick_x,1198
25019,lstick_x,1198
25022,lstick_x,1198
25025,lstick_x,1198
25029,lstick_x,1198
25032,lstick_x,1198
25035,lstick_x,1198
25038,lstick_x,1198
25041,lstick_x,1198
25045,lstick_x,1198
25048,lstick_x,1198
25051,lstick_x,1198
25054,lstick_x,1198
25057,lstick_x,1198
25059,lstick_x,1198
25063,lstick_x,1198
25066,lstick_x,1198
25069,lstick_x,1198
25072,lstick_x,1198
25075,lstick_x,1198
25081,lstick_x,1198
25084,lstick_x,1198
25087,lstick_x,1198
25090,lstick_x,1198
25093,lstick_x,1198
25098,lstick_x,1198
25101,lstick_x,1198
25104,lstick_x,1198
25107,lstick_x,1198
25110,lstick_x,1198
25115,lstick_x,1198
25117,lstick_x,1198
25121,lstick_x,1198
25123,lstick_x,1198
25126,lstick_x,1198
25130,lstick_x,1198
25133,lstick_x,1198
25136,lstick_x,1198
25139,lstick_x,1198
25142,lstick_x,1198
25146,lstick_x,1198
25149,lstick_x,1198
25152,a,1
25152,lstick_x,1198
25155,lstick_x,1198
25159,lstick_x,1198
25165,lstick_x,1198
25168,lstick_x,1198
25171,lstick_x,1198
25174,lstick_x,1198
25177,lstick_x,1198
25180,lstick_x,1198
25183,lstick_x,1198
25186,lstick_x,1198
25189,lstick_x,1198
25192,lstick_x,1198
25197,lstick_x,1198
25200,lstick_x,1198
25203,lstick_x,1198
25206,lstick_x,1198
25210,lstick_x,1198
25213,lstick_x,1198
25216,lstick_x,1198
25219,lstick_x,1198
25222,lstick_x,1198
25225,lstick_x,1198
25229,lstick_x,1198
25232,lstick_x,1198
25235,lstick_x,1198
25238,lstick_x,1198
25241,lstick_x,1198
25244,lstick_x,1198
25246,lstick_x,1198
25249,lstick_x,1198
25252,lstick_x,1198
25256,lstick_x,1198
25258,lstick_x,1198
25261,lstick_x,1198
25264,lstick_x,1198
25267,lstick_x,1198
25270,lstick_x,1198
25273,lstick_x,1198
25275,lstick_x,1198
25281,lstick_x,1198
25284,lstick_x,1198
25287,lstick_x,1198
25290,lstick_x,1198
25293,lstick_x,1198
25296,lstick_x,1198
25299,lstick_x,1198
25303,lstick_x,1198
25305,lstick_x,1198
25308,lstick_x,1198
25314,lstick_x,1198
25317,lstick_x,1198
25320,lstick_x,1198
25323,lstick_x,1198
25326,lstick_x,1198
25331,lstick_x,1198
25334,a,0
